Name,organizationId,appId,Status,Status Time
Complete Kitchen & Bath,surefire-local,complete-kitchen-and-bath,Ready for Install,2023-03-09T14:34:54.472Z
Complete Roofing Services,surefire-local,complete-roofing-services,Live,2022-11-30T16:33:23.035Z
Complete Xterior,surefire-local,complete-xterior,Live,2022-09-20T21:17:41.594Z
Connecticut Business Centers,surefire-local,connecticut-business-centers,Live,2022-10-19T18:46:08.372Z
"Cool Air Services, Inc.",surefire-local,cool-air-services-inc,Ready for Install,2022-11-30T16:33:36.073Z
Cool Zone Air,surefire-local,cool-zone-air,Live,2022-11-30T16:33:40.464Z
Cordell Exteriors,surefire-local,cordell-exteriors,Ready for Install,2022-11-30T16:33:44.751Z
Cosenza Roofing,surefire-local,cosenza-roofing-98tzz,Ready for Install,2023-01-26T04:37:56.147Z
Costello Climate Control,surefire-local,costello-climate-control,Live,2022-11-30T16:33:51.835Z
Costless Warehouse,surefire-local,costless-warehouse,Ready for Install,2022-11-30T16:33:56.470Z
"Cottage Industries, Inc.",surefire-local,cottage-industries-inc,Live,2022-11-30T16:34:02.250Z
"Countrywide Contracting, Inc.",surefire-local,countrywide-contracting-inc,Live,2023-01-30T18:38:32.828Z
"Covenant Air Conditioning and Heating, Inc.",surefire-local,covenant-air-conditioning-and-heating-inc,Ready for Install,2022-11-30T16:34:05.547Z
Cover Pro Roofing,surefire-local,cover-pro-roofing,Live,2022-11-30T16:34:13.466Z
Covered Staffing LLC,surefire-local,covered-staffing-llc,Live,2022-11-30T16:34:25.129Z
Acme Law Office,surefire-local,cr-taylor-law-ps-k5tyr,Archived,2022-12-14T16:00:49.971Z
"CR Taylor Law, P.S.",surefire-local,cr-taylor-law-ps-r0u7r,Ready for Install,2022-11-30T16:34:31.210Z
Craftsman Roofing Services Inc.,surefire-local,craftsman-roofing-services-inc-guydh,Live,2022-11-30T16:34:36.597Z
Cran-Marsh Inc.,surefire-local,cran-marsh-inc,Live,2022-11-30T16:34:42.323Z
Cranders Roofing,surefire-local,cranders-roofing-sn841,Ready for Install,2022-12-20T16:19:46.057Z
Crown Roofing,surefire-local,crown-roofing,Live,2022-11-30T16:34:47.201Z
Cruz Roofing and Siding,surefire-local,cruz-roofing-and-siding,Live,2022-11-30T16:34:57.559Z
CS Structures,surefire-local,cs-structures,Live,2022-11-30T16:35:03.456Z
CURLEE CAPITAL,surefire-local,curlee-capital,Live,2022-11-30T16:35:10.168Z
Custom Creative Remodeling,surefire-local,custom-creative-remodeling,Live,2022-11-30T16:35:18.407Z
Custom Creative Remodeling,surefire-local,custom-creative-remodeling-mvkxh,Live,2022-11-30T16:35:25.318Z
Custom Creative Remodeling,surefire-local,custom-creative-remodeling-qpvcd,Live,2022-11-30T16:35:30.855Z
Custom Installations,surefire-local,custom-installations,Live,2022-11-03T21:39:53.259Z
Cutting Edge Exteriors,surefire-local,cutting-edge-exteriors,Live,2022-11-30T16:35:39.373Z
Cycle Solar,surefire-local,cycle-solar,Live,2022-12-20T16:19:19.859Z
"D & D Roofing, LLC",surefire-local,d-and-d-roofing-llc,Live,2022-11-30T16:36:39.741Z
D & M Roofing Company LLC,surefire-local,d-and-m-roofing-company-llc,Ready for Install,2022-11-30T16:36:43.050Z
"Dal-Tex Glass & Screens, LLC",surefire-local,dal-tex-glass-and-screens-llc-xyime,Live,2023-02-28T15:40:00.661Z
Dalton Moving,surefire-local,dalton-moving,Ready for Install,2022-11-30T16:36:46.911Z
D&J Roofing,surefire-local,dandj-roofing,Ready for Install,2022-11-30T16:36:50.062Z
D&R Heating and Cooling,surefire-local,dandr-heating-and-cooling,Live,2022-11-30T16:36:55.340Z
"Daniel T. Fleischer, P.A.",surefire-local,daniel-t-fleischer-pa,Live,2022-11-03T21:40:33.360Z
Danny Larcom Heating & Air Inc,surefire-local,danny-larcom-heating-and-air-inc,Live,2022-11-30T16:37:10.315Z
Darrell Yoder Roofing,surefire-local,darrell-yoder-roofing,Live,2022-11-30T16:37:15.274Z
Dash Heating and Air,surefire-local,dash-heating-and-air,Live,2022-11-30T16:37:19.800Z
Dave's Discount Roofing,surefire-local,daves-discount-roofing,Cancelled,2023-02-23T15:29:18.171Z
Dave's Heating and Air,surefire-local,daves-heating-and-air,Ready for Install,2022-11-30T16:37:32.116Z
Dave's Roofing,surefire-local,daves-roofing,Ready for Install,2023-02-16T16:05:39.141Z
David and Son Heating & Air,surefire-local,david-and-son-heating-and-air,Live,2023-03-13T20:47:29.841Z
Davis Chiropractic,surefire-local,davis-chiropractic,Ready for Install,2022-11-30T16:37:36.639Z
"DDP HVAC, L.L.C.",surefire-local,ddp-hvac-llc,Live,2022-12-20T16:21:49.672Z
D.E.C Restorations,surefire-local,dec-restorations,Live,2022-11-03T21:41:11.728Z
Decurtins Law Firm,surefire-local,decurtins-law-firm,Ready for Install,2022-11-30T16:37:47.915Z
"Dent Guys Las Vegas​
",surefire-local,dent-guys-las-vegas,Cancelled,2023-02-23T15:28:35.522Z
DePalma Construction,surefire-local,depalma-construction,Ready for Install,2022-11-30T16:37:56.394Z
Deschutes Roofing,surefire-local,deschutes-roofing,Live,2022-11-30T16:38:02.825Z
Design Skylights and Solar,surefire-local,design-skylights-and-solar,Live,2023-03-13T20:50:25.911Z
Designer Kitchens & Baths,surefire-local,designer-kitchens-and-baths,Live,2022-11-30T16:38:08.060Z
Diamond Plate Electrical Services,surefire-local,diamond-plate-electrical-services,Live,2023-03-13T20:50:41.428Z
Disaster Relief Roofing,surefire-local,disaster-relief-roofing,Live,2022-11-30T16:38:14.130Z
Dixie Roofing,surefire-local,dixie-roofing,Live,2022-11-30T16:38:19.412Z
DMC Home Solutions and Remodel,surefire-local,dmc-home-solutions-and-remodel,Ready for Install,2022-11-30T16:38:21.028Z
$59 Royal Breeze Heating & Air,surefire-local,dollar59-royal-breeze-heating-and-air,Live,2022-11-30T16:38:28.817Z
Done-Right Roofing & Sheet Metal,surefire-local,done-right-roofing-and-sheet-metal,Live,2022-11-30T16:38:34.986Z
"Double J Construction, LLC",surefire-local,double-j-construction-llc,Ready for Install,2022-11-30T16:38:42.100Z
DPO Construction Company Inc,surefire-local,dpo-construction-company-inc,Live,2022-10-19T18:49:57.916Z
Dream Remodel Construction LLC,surefire-local,dream-remodel-construction-llc,Ready for Install,2023-01-12T17:49:08.554Z
DreamMaker Bath & Kitchen of Aiken,surefire-local,dreammaker-bath-and-kitchen-of-aiken,Live,2022-09-08T03:09:02.565Z
DreamMaker Bath & Kitchen of Alpharetta,surefire-local,dreammaker-bath-and-kitchen-of-alpharetta,Live,2022-09-08T03:09:10.773Z
DreamMaker Bath & Kitchen of Burlington County,surefire-local,dreammaker-bath-and-kitchen-of-burlington-county,Live,2022-11-30T16:39:17.102Z
DreamMaker Bath & Kitchen of Elizabethtown,surefire-local,dreammaker-bath-and-kitchen-of-elizabethtown,Live,2022-11-30T16:39:30.079Z
DreamMaker Bath & Kitchen of Germantown,surefire-local,dreammaker-bath-and-kitchen-of-germantown,Live,2022-11-30T16:39:43.036Z
DreamMaker Bath & Kitchen of Greater Rockwall,surefire-local,dreammaker-bath-and-kitchen-of-greater-rockwall,Live,2022-11-30T16:40:01.656Z
DreamMaker Bath & Kitchen of Greensboro,surefire-local,dreammaker-bath-and-kitchen-of-greensboro,Live,2022-11-30T16:40:11.604Z
"Dreammaker Bath & Kitchen of Greenville, SC",surefire-local,dreammaker-bath-and-kitchen-of-greenville-sc,Live,2022-09-29T19:41:45.689Z
DreamMaker Bath & Kitchen of Hollywood FL,surefire-local,dreammaker-bath-and-kitchen-of-hollywood-fl,Live,2022-11-30T16:40:21.070Z
DreamMaker Bath & Kitchen of Larimer County,surefire-local,dreammaker-bath-and-kitchen-of-larimer-county,Live,2022-11-30T16:40:33.366Z
DreamMaker Bath & Kitchen of Northwest DC,surefire-local,dreammaker-bath-and-kitchen-of-northwest-dc,Live,2022-09-08T03:09:52.485Z
DreamMaker Bath & Kitchen of NW Arkansas,surefire-local,dreammaker-bath-and-kitchen-of-nw-arkansas,Live,2022-11-30T16:40:53.869Z
DreamMaker Bath & Kitchen of Ogden,surefire-local,dreammaker-bath-and-kitchen-of-ogden,Live,2022-11-30T16:41:03.723Z
DreamMaker Bath & Kitchen of Omaha,surefire-local,dreammaker-bath-and-kitchen-of-omaha,Live,2022-11-30T16:41:16.007Z
DreamMaker Bath & Kitchen of Orland Park,surefire-local,dreammaker-bath-and-kitchen-of-orland-park,Live,2022-11-30T16:41:21.889Z
DreamMaker Bath & Kitchen of Southern Lakes,surefire-local,dreammaker-bath-and-kitchen-of-southern-lakes,Live,2022-11-30T16:41:45.255Z
DreamMaker Bath & Kitchen of Southern RI,surefire-local,dreammaker-bath-and-kitchen-of-southern-ri,Live,2022-11-30T16:41:56.109Z
DreamMaker Bath & Kitchen of St. Louis Park,surefire-local,dreammaker-bath-and-kitchen-of-st-louis-park,Live,2022-11-30T16:42:02.100Z
DreamMaker Bath & Kitchen of West Collin County,surefire-local,dreammaker-bath-and-kitchen-of-west-collin-county,Live,2022-09-29T19:43:06.820Z
DreamMaker Bath & Kitchen of Wilmington,surefire-local,dreammaker-bath-and-kitchen-of-wilmington,Live,2022-11-30T16:42:22.205Z
DreamMaker Bath & Kitchen South Valley,surefire-local,dreammaker-bath-and-kitchen-south-valley,Live,2022-11-30T16:42:34.088Z
Drennen Mechanical Inc.,surefire-local,drennen-mechanical-inc,Live,2022-11-30T16:42:38.978Z
DryDocs,surefire-local,drydocs,Live,2022-11-30T16:42:47.118Z
Dudeck Law Firm,surefire-local,dudeck-law-firm,Ready for Install,2022-11-30T16:42:51.911Z
Dump My Junk LLC,surefire-local,dump-my-junk-llc,Ready for Install,2023-01-11T17:13:25.932Z
DWD REMODELING,surefire-local,dwd-remodeling,Live,2023-02-28T15:52:59.798Z
Dynamic Restoration South LLC,surefire-local,dynamic-restoration-south-llc,Ready for Install,2022-11-30T16:42:55.543Z
Eagle Creek Siding,surefire-local,eagle-creek-siding,Live,2022-11-30T16:43:00.356Z
"E&K Contracting, Inc.",surefire-local,eandk-contracting-inc,Live,2022-10-19T18:52:57.789Z
"Earl W Johnston Roofing, LLC",surefire-local,earl-w-johnston-roofing-llc,Live,2022-11-30T16:43:18.357Z
"EastCo Roofing, LLC",surefire-local,eastco-roofing-llc,Live,2022-11-30T16:43:29.438Z
Eastern Roof Technologies,surefire-local,eastern-roof-technologies,Live,2022-09-08T03:11:58.863Z
Eastham Law Offices,surefire-local,eastham-law-offices,Ready for Install,2023-01-26T19:05:00.732Z
Easton Roofing,surefire-local,easton-roofing-lahqd,Live,2022-11-30T16:43:46.303Z
Eco Roofing Inc,surefire-local,eco-roofing-inc,Live,2023-02-28T15:54:42.093Z
Ecoview Windows & Doors,surefire-local,ecoview-windows-and-doors,Live,2022-11-30T16:43:51.530Z
EcoView Windows & Doors of North Florida,surefire-local,ecoview-windows-and-doors-of-north-florida,Live,2022-11-30T16:43:58.545Z
"Edificium Construction, LLC",surefire-local,edificium-construction-llc,Live,2023-02-28T15:55:01.948Z
EDP Roofing,surefire-local,edp-roofing,Live,2022-11-30T16:44:09.473Z
Edyta Rhodes,surefire-local,edyta-rhodes,Ready for Install,2022-11-30T16:45:41.587Z
Electrx LLC,surefire-local,electrx-llc,Ready for Install,2022-11-30T16:45:48.477Z
Elevated Contracting,surefire-local,elevated-contracting,Live,2023-03-13T21:01:30.764Z
Elite 1 Restoration,surefire-local,elite-1-restoration,Ready for Install,2023-02-16T17:24:38.158Z
Elite Bathrooms LuxStone of Long Island,surefire-local,elite-bathrooms-luxstone-of-long-island,Live,2022-11-30T16:45:54.853Z
Elite Kitchen & Bath,surefire-local,elite-kitchen-and-bath,Live,2022-11-30T16:46:00.682Z
Elite Solar ARP Solutions,surefire-local,elite-solar-arp-solutions,Live,2022-11-30T16:46:11.095Z
Emerge ID,surefire-local,emerge-id,Live,2022-11-30T16:46:26.455Z
Entrust Roofing,surefire-local,entrust-roofing,Live,2022-11-30T16:46:33.916Z
"ER Roofing Specialist, LLC",surefire-local,er-roofing-specialist-llc,Live,2022-11-30T16:46:39.414Z
Eric Spurlock Custom Home Design,surefire-local,eric-spurlock-custom-home-design,Ready for Install,2023-01-24T00:39:26.682Z
Ernster Heating and A/C,surefire-local,ernster-heating-and-ac,Ready for Install,2023-02-16T16:56:11.285Z
Evans Roofing Home Repair Inc,surefire-local,evans-roofing-home-repair-inc,Live,2022-11-30T16:46:44.374Z
Evergreen Mechanical Corp,surefire-local,evergreen-mechanical-corp-nvafz,Ready for Install,2022-11-30T16:46:55.569Z
Everguard Roofing,surefire-local,everguard-roofing,Live,2023-02-28T15:59:27.762Z
EverGuard Solar,surefire-local,everguard-solar,Live,2023-02-28T15:59:35.826Z
EvntWrks,surefire-local,evntwrks,Ready for Install,2023-02-17T16:06:02.038Z
Exact Roofing & Construction,surefire-local,exact-roofing-and-construction,Ready for Install,2022-11-30T16:47:00.843Z
Express Roofing LLC,surefire-local,express-roofing-llc,Live,2022-11-30T16:47:06.092Z
Exquisite Detailing,surefire-local,exquisite-detailing,Live,2022-09-29T19:47:24.373Z
"Exterior Home Solutions, LLC",surefire-local,exterior-home-solutions-llc,Ready for Install,2022-11-30T16:47:14.756Z
Exterior Home Solutions LLC,surefire-local,exterior-home-solutions-llc-ou7if,Ready for Install,2022-11-30T16:47:21.663Z
Exterior Remodelers,surefire-local,exterior-remodelers,Ready for Install,2023-03-08T20:40:35.336Z
"Exterior Specialties, Inc.",surefire-local,exterior-specialties-inc,Live,2022-11-30T16:47:28.916Z
Factory To You Windows,surefire-local,factory-to-you-windows,Ready for Install,2022-11-30T16:47:32.551Z
Fairfield County Foot Surgeons,surefire-local,fairfield-county-foot-surgeons,Ready for Install,2023-01-27T15:10:02.397Z
Falcon Nest - iRestore Stl LLC,surefire-local,falcon-nest-irestore-stl-llc,Live,2022-11-30T16:47:38.757Z
Fargo Roofing & Siding,surefire-local,fargo-roofing-and-siding,Ready for Install,2023-03-09T14:56:14.273Z
Farrells Moving Hauling and Property Cleanup,surefire-local,farrells-moving-hauling-and-property-cleanup,Ready for Install,2023-03-10T22:10:02.870Z
Fearless Motorsports,surefire-local,fearless-motorsports,Ready for Install,2022-11-30T16:47:44.672Z
Fine Line HVAC,surefire-local,fine-line-hvac,Live,2023-03-13T21:08:52.649Z
First-Rate Moving & Storage LLC,surefire-local,first-rate-moving-and-storage-llc,Live,2022-11-30T16:47:54.357Z
Five star chem- Dry Upholstery & carpet cleaning,surefire-local,five-star-chem-dry-upholstery-and-carpet-cleaning,Live,2023-01-30T19:05:51.406Z
Five Star Roofing & Remodeling LLC,surefire-local,five-star-roofing-and-remodeling-llc,Ready for Install,2023-02-17T18:32:03.620Z
Fix Construction,surefire-local,fix-construction-sllmr,Ready for Install,2022-12-21T14:04:54.843Z
"Flakne Law Offices, P.A.",surefire-local,flakne-law-offices-pa,Live,2022-11-30T16:48:00.828Z
"Flash Roofing and Sheet Metal, LLC",surefire-local,flash-roofing-and-sheet-metal-llc,Ready for Install,2022-11-30T16:48:05.777Z
"Flinders Law, LLC",surefire-local,flinders-law-llc,Live,2022-09-29T19:48:08.226Z
Forrester Brothers Roofing,surefire-local,forrester-brothers-roofing-j42fu,Ready for Install,2022-11-30T16:48:18.669Z
Fort Bend Builders,surefire-local,fort-bend-builders,Live,2022-11-30T16:48:24.535Z
Fortified Construction Services Group,surefire-local,fortified-construction-services-group,Live,2023-03-13T21:11:03.013Z
"Fortify Roofing, LLC",surefire-local,fortify-roofing-llc,Ready for Install,2023-02-15T20:27:44.149Z
"Fortner's Home Improvement, Inc.",surefire-local,fortners-home-improvement-inc,Ready for Install,2023-02-15T16:46:51.081Z
Four Seasons Auto Glass,surefire-local,four-seasons-auto-glass,Ready for Install,2023-02-08T21:09:19.217Z
Frank Jenkins Law Office,surefire-local,frank-jenkins-law-office,Ready for Install,2022-11-30T16:48:28.306Z
Fred F. Collis & Sons,surefire-local,fred-f-collis-and-sons,Live,2022-11-30T16:48:39.520Z
Freetail Roofing,surefire-local,freetail-roofing,Live,2022-11-30T16:48:47.604Z
Fresh Air LP,surefire-local,fresh-air-lp,Live,2022-12-20T16:39:44.252Z
FRESH TEMP AIR CONDITIONING CORP,surefire-local,fresh-temp-air-conditioning-corp,Ready for Install,2022-11-30T16:48:59.403Z
FRG Contractor Corporation,surefire-local,frg-contractor-corporation,Live,2022-11-30T16:49:04.262Z
Fricold Heating and Cooling,surefire-local,fricold-heating-and-cooling,Live,2022-11-30T16:49:09.938Z
Frontline Roofing,surefire-local,frontline-roofing,Ready for Install,2022-11-30T16:49:16.848Z
Fusion Carwash,surefire-local,fusion-carwash,Ready for Install,2022-11-30T16:49:20.632Z
Galvan Roofing and Construction,surefire-local,galvan-roofing-and-construction,Ready for Install,2022-11-30T16:49:26.996Z
"G&L Construction, Inc.",surefire-local,gandl-construction-inc,Ready for Install,2022-11-30T16:49:31.117Z
Ganser Company Inc,surefire-local,ganser-company-inc,Live,2023-01-30T19:10:23.980Z
Garliss Roofing,surefire-local,garliss-roofing,Live,2022-09-29T19:49:24.258Z
Gartner Heating & Cooling,surefire-local,gartner-heating-and-cooling,Live,2022-11-30T16:49:45.880Z
"Garza Defense, PLLC",surefire-local,garza-defense-pllc,Ready for Install,2022-11-30T16:49:52.858Z
