Name,organizationId,appId,Link,Status,Status Time
94.5 KSMB,Cumulus-Media,945-ksmb,https://studio.xapp.ai/Cumulus-Media/945-ksmb,Live,2017-09-29T18:54:02.603Z
94.5 The Hawk,Cumulus-Media,945-the-hawk,https://studio.xapp.ai/Cumulus-Media/945-the-hawk,Live,2017-09-29T18:46:01.442Z
94.5 The Pit,Cumulus-Media,945-the-pit,https://studio.xapp.ai/Cumulus-Media/945-the-pit,Live,2020-02-19T23:27:46.506Z
94.5 XKR,Cumulus-Media,945-xkr,https://studio.xapp.ai/Cumulus-Media/945-xkr,Live,2017-09-29T18:59:43.837Z
94.7 WLS-FM,Cumulus-Media,947-wls-fm,https://studio.xapp.ai/Cumulus-Media/947-wls-fm,Archived,2021-07-08T21:24:47.389Z
94.7 WMAS,Cumulus-Media,947-wmas,https://studio.xapp.ai/Cumulus-Media/947-wmas,Archived,2022-12-05T17:48:06.898Z
94.9 KCMO,Cumulus-Media,949-kcmo,https://studio.xapp.ai/Cumulus-Media/949-kcmo,Live,2017-09-29T18:59:50.687Z
94.9 The Outlaw,Cumulus-Media,949-the-outlaw,https://studio.xapp.ai/Cumulus-Media/949-the-outlaw,Live,2017-09-29T18:55:51.495Z
95.9 The Rocket,Cumulus-Media,95-rock,https://studio.xapp.ai/Cumulus-Media/95-rock,Live,2019-04-09T15:07:55.669Z
95.1 KBBY,Cumulus-Media,951-kbby,https://studio.xapp.ai/Cumulus-Media/951-kbby,Live,2017-10-17T13:38:41.802Z
95.1 The Fox Montgomery,Cumulus-Media,951-the-fox,https://studio.xapp.ai/Cumulus-Media/951-the-fox,Live,2018-05-29T16:57:32.998Z
95.3 The Score,Cumulus-Media,953-the-score,https://studio.xapp.ai/Cumulus-Media/953-the-score,Live,2017-09-29T19:00:19.763Z
95.5 GLO,Cumulus-Media,955-glo,https://studio.xapp.ai/Cumulus-Media/955-glo,Live,2017-09-29T18:49:17.868Z
955 Nash Icon,Cumulus-Media,955-nash-icon,https://studio.xapp.ai/Cumulus-Media/955-nash-icon,Live,2017-10-25T17:40:19.995Z
95.5 PLJ,Cumulus-Media,955-plj,https://studio.xapp.ai/Cumulus-Media/955-plj,Live,2017-09-29T18:14:07.933Z
95.5 The Vibe,Cumulus-Media,955-the-vibe,https://studio.xapp.ai/Cumulus-Media/955-the-vibe,Live,2017-09-29T18:33:55.471Z
95.5 WFMS,Cumulus-Media,955-wfms,https://studio.xapp.ai/Cumulus-Media/955-wfms,Live,2017-09-29T19:00:46.222Z
95.7 THE VIBE,Cumulus-Media,957-the-vibe,https://studio.xapp.ai/Cumulus-Media/957-the-vibe,Live,2017-09-29T18:52:38.805Z
95.9 The Rocket (NEW),Cumulus-Media,959-the-rocket-new,https://studio.xapp.ai/Cumulus-Media/959-the-rocket-new,Live,2019-05-31T21:23:24.115Z
95KGGO,Cumulus-Media,95kggo,https://studio.xapp.ai/Cumulus-Media/95kggo,Live,2017-09-29T18:51:41.461Z
95SX,Cumulus-Media,95sx,https://studio.xapp.ai/Cumulus-Media/95sx,Live,2017-09-29T18:54:29.822Z
95X,Cumulus-Media,95x,https://studio.xapp.ai/Cumulus-Media/95x,Live,2017-09-29T18:00:23.267Z
96.1 Jamz,Cumulus-Media,961-jamz,https://studio.xapp.ai/Cumulus-Media/961-jamz,Live,2017-09-29T18:47:14.861Z
96.1 KZEL,Cumulus-Media,961-kzel,https://studio.xapp.ai/Cumulus-Media/961-kzel,Live,2018-05-29T16:49:41.794Z
96.1 KZEL,Cumulus-Media,961-kzel-Myk1T,https://studio.xapp.ai/Cumulus-Media/961-kzel-Myk1T,Live,2018-08-20T20:45:30.037Z
96.1 SOX,Cumulus-Media,961-sox,https://studio.xapp.ai/Cumulus-Media/961-sox,Live,2017-09-29T18:54:22.276Z
96.1 WHNN,Cumulus-Media,961-whnn,https://studio.xapp.ai/Cumulus-Media/961-whnn,,
96.3 KSCS,Cumulus-Media,963-kscs,https://studio.xapp.ai/Cumulus-Media/963-kscs,Live,2017-09-29T18:35:48.172Z
96.3 NASH Icon 96.3 F.M.,Cumulus-Media,963-nash-icon-963-fm-qnk7x,https://studio.xapp.ai/Cumulus-Media/963-nash-icon-963-fm-qnk7x,Live,2018-06-13T15:43:22.537Z
96.3 WDVD,Cumulus-Media,963-wdvd,https://studio.xapp.ai/Cumulus-Media/963-wdvd,Live,2017-10-04T16:35:41.025Z
96.9 The Eagle,Cumulus-Media,969-the-eagle,https://studio.xapp.ai/Cumulus-Media/969-the-eagle,Live,2017-09-29T18:48:28.231Z
96.9 The Fox,Cumulus-Media,969-the-fox,https://studio.xapp.ai/Cumulus-Media/969-the-fox,Live,2017-09-29T18:59:30.781Z
96.9 The Wolf,Cumulus-Media,969-the-wolf,https://studio.xapp.ai/Cumulus-Media/969-the-wolf,Live,2019-06-26T19:51:02.968Z
97 Rock,Cumulus-Media,97-rock,https://studio.xapp.ai/Cumulus-Media/97-rock,Live,2017-09-29T18:11:50.492Z
971/957 BHT,Cumulus-Media,971957-bht,https://studio.xapp.ai/Cumulus-Media/971957-bht,Live,2017-10-17T13:38:54.750Z
973 NASH FM Peoria,Cumulus-Media,973-nash-fm-peoria,https://studio.xapp.ai/Cumulus-Media/973-nash-fm-peoria,Live,2018-05-29T16:58:21.585Z
97.3 River Country,Cumulus-Media,973-river-country,https://studio.xapp.ai/Cumulus-Media/973-river-country,Incomplete,2019-12-23T19:30:34.750Z
97.5 Nash Icon Muskegon,Cumulus-Media,975-nash-icon-muskegon,https://studio.xapp.ai/Cumulus-Media/975-nash-icon-muskegon,Live,2019-08-23T13:56:55.193Z
97.5 The Vibe,Cumulus-Media,975-the-vibe,https://studio.xapp.ai/Cumulus-Media/975-the-vibe,Live,2017-09-29T18:21:24.252Z
97.5 WABD,Cumulus-Media,975-wabd,https://studio.xapp.ai/Cumulus-Media/975-wabd,Live,2017-09-29T18:57:08.146Z
97.7 / 98.3 KWIN,Cumulus-Media,977--983-kwin,https://studio.xapp.ai/Cumulus-Media/977--983-kwin,Live,2017-09-29T18:47:58.491Z
97.9 The Loop WLUP,Cumulus-Media,979-the-loop-wlup,https://studio.xapp.ai/Cumulus-Media/979-the-loop-wlup,Archived,2019-10-30T19:09:10.239Z
979X,Cumulus-Media,979x,https://studio.xapp.ai/Cumulus-Media/979x,Live,2017-09-29T18:54:10.261Z
980 The WAAV,Cumulus-Media,980-the-waav,https://studio.xapp.ai/Cumulus-Media/980-the-waav,Live,2017-09-29T18:52:16.059Z
98.1 KKFM,Cumulus-Media,981-kkfm,https://studio.xapp.ai/Cumulus-Media/981-kkfm,Live: Requires Cert,2020-02-06T22:29:26.200Z
98.1 THE MAX,Cumulus-Media,981-the-max,https://studio.xapp.ai/Cumulus-Media/981-the-max,Live,2017-09-29T18:53:26.227Z
98.3 The Vibe,Cumulus-Media,983-the-vibe,https://studio.xapp.ai/Cumulus-Media/983-the-vibe,Archived,2021-08-25T21:03:11.823Z
98.5 Kiss FM,Cumulus-Media,985-kiss-fm,https://studio.xapp.ai/Cumulus-Media/985-kiss-fm,Live,2017-09-29T18:25:55.354Z
98.5 WOMG,Cumulus-Media,985-womg,https://studio.xapp.ai/Cumulus-Media/985-womg,Live,2018-05-29T16:48:46.402Z
98.9 KISS-FM,Cumulus-Media,989-kiss-fm,https://studio.xapp.ai/Cumulus-Media/989-kiss-fm,Live,2017-09-29T18:57:48.616Z
98.9 Magic FM,Cumulus-Media,989-magic-fm,https://studio.xapp.ai/Cumulus-Media/989-magic-fm,Live,2017-10-17T13:37:57.493Z
98.9 Nash Icon,Cumulus-Media,989-nash-icon,https://studio.xapp.ai/Cumulus-Media/989-nash-icon,Live,2019-03-18T18:38:11.866Z
98.9 Nash Icon Worcester,Cumulus-Media,989-nash-icon-worcester,https://studio.xapp.ai/Cumulus-Media/989-nash-icon-worcester,Live,2018-05-29T17:00:40.683Z
98.9 The Bridge,Cumulus-Media,989-the-bridge,https://studio.xapp.ai/Cumulus-Media/989-the-bridge,Live,2018-02-13T16:58:05.641Z
98.9 The Vibe,Cumulus-Media,989-the-vibe,https://studio.xapp.ai/Cumulus-Media/989-the-vibe,Live,2017-09-29T18:50:15.044Z
98.9 The Vibe,Cumulus-Media,989-the-vibe-tuqdb,https://studio.xapp.ai/Cumulus-Media/989-the-vibe-tuqdb,Incomplete,2021-02-19T22:01:03.641Z
99 Rock,Cumulus-Media,99-rock,https://studio.xapp.ai/Cumulus-Media/99-rock,Live,2017-09-29T19:03:25.306Z
99.1 KXKC,Cumulus-Media,991-kxkc,https://studio.xapp.ai/Cumulus-Media/991-kxkc,Incomplete,2020-09-04T14:54:05.169Z
99.1 The Sports Animal,Cumulus-Media,991-the-sports-animal,https://studio.xapp.ai/Cumulus-Media/991-the-sports-animal,Live,2017-09-29T18:47:31.867Z
99.3 KJOY,Cumulus-Media,993-kjoy,https://studio.xapp.ai/Cumulus-Media/993-kjoy,Live,2017-09-29T18:34:07.027Z
99.3 The Eagle Topkea,Cumulus-Media,993-the-eagle-topkea,https://studio.xapp.ai/Cumulus-Media/993-the-eagle-topkea,Live,2018-07-24T15:24:46.907Z
99.5 Magic FM,Cumulus-Media,995-magic-fm,https://studio.xapp.ai/Cumulus-Media/995-magic-fm,Live,2017-09-29T18:24:16.781Z
99.5 PKR,Cumulus-Media,995-pkr,https://studio.xapp.ai/Cumulus-Media/995-pkr,Live,2021-10-22T19:08:14.695Z
99.5 the Wolf,Cumulus-Media,995-the-wolf,https://studio.xapp.ai/Cumulus-Media/995-the-wolf,Live,2022-07-08T17:48:21.281Z
99.5 WPKR,Cumulus-Media,995-wpkr,https://studio.xapp.ai/Cumulus-Media/995-wpkr,Live,2022-06-14T14:27:53.584Z
99.5 ZPL,Cumulus-Media,995-zpl,https://studio.xapp.ai/Cumulus-Media/995-zpl,Live,2019-03-21T19:24:08.481Z
99.7 KMJJ,Cumulus-Media,997-kmjj,https://studio.xapp.ai/Cumulus-Media/997-kmjj,Live,2017-09-29T18:55:10.912Z
99.9 Classy 100 Erie,Cumulus-Media,999-classy-100-erie,https://studio.xapp.ai/Cumulus-Media/999-classy-100-erie,Live,2018-05-29T16:49:05.478Z
99.9 The Hawk Radio,Cumulus-Media,999thehawkradio,https://studio.xapp.ai/Cumulus-Media/999thehawkradio,Live,2019-06-10T14:49:49.895Z
Alice 104-9,Cumulus-Media,alice-104-9,https://studio.xapp.ai/Cumulus-Media/alice-104-9,,
Alice 107.7,Cumulus-Media,alice-1077,https://studio.xapp.ai/Cumulus-Media/alice-1077,Live,2017-09-29T18:42:34.087Z
"All The Hits, B 95.1",Cumulus-Media,all-the-hits-b-951,https://studio.xapp.ai/Cumulus-Media/all-the-hits-b-951,Live,2017-09-29T18:33:26.369Z
Alt 92.3,Cumulus-Media,alt-923,https://studio.xapp.ai/Cumulus-Media/alt-923,Live,2017-09-29T18:17:54.574Z
ALT 101.9,Cumulus-Media,alt1011,https://studio.xapp.ai/Cumulus-Media/alt1011,Live,2017-09-29T18:35:25.608Z
AM 1230 HD,Cumulus-Media,am-1230-hd,https://studio.xapp.ai/Cumulus-Media/am-1230-hd,,
AM 640 WXSM,Cumulus-Media,am-640-wxsm,https://studio.xapp.ai/Cumulus-Media/am-640-wxsm,Live,2017-09-29T18:23:51.875Z
AM 740 KVOR,Cumulus-Media,am-740-kvor,https://studio.xapp.ai/Cumulus-Media/am-740-kvor,Live,2017-09-29T18:44:18.674Z
AM 790,Cumulus-Media,am-790,https://studio.xapp.ai/Cumulus-Media/am-790,Live,2017-09-29T18:38:19.611Z
AM910 WJCW,Cumulus-Media,am910-wjcw,https://studio.xapp.ai/Cumulus-Media/am910-wjcw,Live,2017-10-12T19:11:52.459Z
Ann Arbor's 107one,Cumulus-Media,ann-arbors-107one,https://studio.xapp.ai/Cumulus-Media/ann-arbors-107one,Live,2017-09-29T18:54:16.473Z
B 98.5,Cumulus-Media,b-985,https://studio.xapp.ai/Cumulus-Media/b-985,Archived,2021-09-13T15:02:18.908Z
B 98.5,Cumulus-Media,b-985-cfi8i,https://studio.xapp.ai/Cumulus-Media/b-985-cfi8i,Archived,2019-09-18T15:31:50.405Z
B 98.5,Cumulus-Media,b-985-zvkkr,https://studio.xapp.ai/Cumulus-Media/b-985-zvkkr,Live,2019-09-20T18:44:07.070Z
B104,Cumulus-Media,b104,https://studio.xapp.ai/Cumulus-Media/b104,Live,2017-09-29T19:00:40.463Z
B106.7 WTCB,Cumulus-Media,b1067-wtcb,https://studio.xapp.ai/Cumulus-Media/b1067-wtcb,Live,2017-10-25T17:40:34.968Z
B95 Flint,Cumulus-Media,b95-flint,https://studio.xapp.ai/Cumulus-Media/b95-flint,Live,2021-04-08T18:33:26.770Z
B98.7,Cumulus-Media,b987,https://studio.xapp.ai/Cumulus-Media/b987,Live: Requires Cert,2020-01-17T17:25:05.713Z
Blazin 102.3,Cumulus-Media,blazin-1023,https://studio.xapp.ai/Cumulus-Media/blazin-1023,Live,2017-09-29T18:47:26.234Z
Cat Country 94.1,Cumulus-Media,cat-country-941,https://studio.xapp.ai/Cumulus-Media/cat-country-941,Live,2019-10-11T21:15:29.263Z
CAT COUNTRY 96,Cumulus-Media,cat-country-96,https://studio.xapp.ai/Cumulus-Media/cat-country-96,Live,2017-09-29T18:45:09.362Z
Chattanooga's 107.9 Nash Icon,Cumulus-Media,chattanoogas-1079-nash-icon,https://studio.xapp.ai/Cumulus-Media/chattanoogas-1079-nash-icon,Live,2018-05-29T16:48:14.518Z
Christmas 104,Cumulus-Media,christmas-104,https://studio.xapp.ai/Cumulus-Media/christmas-104,Live,2019-10-30T13:18:21.738Z
Christmas Radio,Cumulus-Media,christmas-radio,https://studio.xapp.ai/Cumulus-Media/christmas-radio,Live,2017-11-14T16:11:21.429Z
CK 105.5,Cumulus-Media,ck-1055,https://studio.xapp.ai/Cumulus-Media/ck-1055,Live,2017-09-29T18:38:37.815Z
Classic Hits 103.3,Cumulus-Media,classic-hits-1033,https://studio.xapp.ai/Cumulus-Media/classic-hits-1033,Live,2017-09-29T18:35:20.941Z
Classic Hits 104.1,Cumulus-Media,classic-hits-1041,https://studio.xapp.ai/Cumulus-Media/classic-hits-1041,Live,2017-09-29T18:23:39.512Z
Classic Rock 97 LAV,Cumulus-Media,classic-rock-97-lav,https://studio.xapp.ai/Cumulus-Media/classic-rock-97-lav,Live,2017-09-29T18:56:45.275Z
Coast 93.3,Cumulus-Media,coast-933,https://studio.xapp.ai/Cumulus-Media/coast-933,Live,2018-05-29T16:51:26.038Z
Coast 97.3,Cumulus-Media,coast-973,https://studio.xapp.ai/Cumulus-Media/coast-973,Live,2017-09-29T18:51:13.973Z
Cat Country Colorado,Cumulus-Media,colorados-cat-country-951,https://studio.xapp.ai/Cumulus-Media/colorados-cat-country-951,Incomplete,2020-04-13T19:53:48.740Z
E93,Cumulus-Media,e93,https://studio.xapp.ai/Cumulus-Media/e93,Live,2017-09-29T18:44:55.679Z
ESPN 630 DC,Cumulus-Media,espn-630-dc,https://studio.xapp.ai/Cumulus-Media/espn-630-dc,Live,2019-07-01T13:58:17.488Z
ESPN Dallas Radio,Cumulus-Media,espn-dallas-radio,https://studio.xapp.ai/Cumulus-Media/espn-dallas-radio,Live,2017-10-25T17:41:45.881Z
Ferrall on the Bets,Cumulus-Media,ferrall-on-the-bets,https://studio.xapp.ai/Cumulus-Media/ferrall-on-the-bets,,
Fox Cincinnati,Cumulus-Media,fox-cincinnati,https://studio.xapp.ai/Cumulus-Media/fox-cincinnati,Live,2017-09-29T18:36:13.646Z
Fun 96.9 FM,Cumulus-Media,fun-969-fm,https://studio.xapp.ai/Cumulus-Media/fun-969-fm,Live,2017-09-29T18:57:18.628Z
Glory 98.5,Cumulus-Media,glory-985,https://studio.xapp.ai/Cumulus-Media/glory-985,Live,2017-09-29T19:04:06.641Z
Gulf 104,Cumulus-Media,gulf-104,https://studio.xapp.ai/Cumulus-Media/gulf-104,Live,2017-09-29T18:48:03.997Z
Heaven 106.7 FM,Cumulus-Media,heaven-1067-fm,https://studio.xapp.ai/Cumulus-Media/heaven-1067-fm,,
Heaven 1410,Cumulus-Media,heaven-1410,https://studio.xapp.ai/Cumulus-Media/heaven-1410,Live,2017-09-29T19:01:50.341Z
Heaven 1460 WXOK,Cumulus-Media,heaven-1460-wxok,https://studio.xapp.ai/Cumulus-Media/heaven-1460-wxok,Live,2017-09-29T18:34:01.000Z
Hit Country Kix 96,Cumulus-Media,hit-country-kix-96,https://studio.xapp.ai/Cumulus-Media/hit-country-kix-96,Live,2019-12-17T20:55:47.659Z
Hot 101,Cumulus-Media,hot-101,https://studio.xapp.ai/Cumulus-Media/hot-101,Live,2017-09-29T19:00:02.634Z
Hot 1025,Cumulus-Media,hot-1025,https://studio.xapp.ai/Cumulus-Media/hot-1025,Live,2017-09-29T18:59:24.350Z
HOT 106,Cumulus-Media,hot-106,https://studio.xapp.ai/Cumulus-Media/hot-106,Live,2017-09-29T18:50:42.798Z
HOT 106.7,Cumulus-Media,hot-1067,https://studio.xapp.ai/Cumulus-Media/hot-1067,Live,2019-03-21T19:25:32.864Z
HOT 107.7,Cumulus-Media,hot-1077,https://studio.xapp.ai/Cumulus-Media/hot-1077,Live,2017-09-29T18:44:49.591Z
Hot 93.3,Cumulus-Media,hot-933,https://studio.xapp.ai/Cumulus-Media/hot-933,Live,2017-09-29T18:42:40.381Z
Hot 93.5 FM,Cumulus-Media,hot-935-fm,https://studio.xapp.ai/Cumulus-Media/hot-935-fm,Live,2017-10-17T13:36:06.816Z
Hot 97.1,Cumulus-Media,hot-971,https://studio.xapp.ai/Cumulus-Media/hot-971,,
I-92,Cumulus-Media,i-92,https://studio.xapp.ai/Cumulus-Media/i-92,Live,2017-09-29T18:56:32.693Z
I-95,Cumulus-Media,i-95,https://studio.xapp.ai/Cumulus-Media/i-95,Live,2017-09-29T18:33:45.571Z
Indianapolis' Energy 93.9,Cumulus-Media,indianapolis-energy-939,https://studio.xapp.ai/Cumulus-Media/indianapolis-energy-939,Live,2018-02-13T16:58:02.197Z
Jet 100.7,Cumulus-Media,jet-1007,https://studio.xapp.ai/Cumulus-Media/jet-1007,Live,2017-09-29T18:18:32.386Z
JOCKS NINETY FOUR FIVE POINT FIVE f. m.,Cumulus-Media,jocks-ninety-four-five-point-five-f-m,https://studio.xapp.ai/Cumulus-Media/jocks-ninety-four-five-point-five-f-m,Live,2018-10-01T16:43:25.262Z
Jox 94.5 FM,Cumulus-Media,jox-945-fm,https://studio.xapp.ai/Cumulus-Media/jox-945-fm,Live,2017-09-29T18:05:55.636Z
K 100,Cumulus-Media,k-100,https://studio.xapp.ai/Cumulus-Media/k-100,Live,2017-09-29T18:58:27.919Z
K 105 Country,Cumulus-Media,k-105-country,https://studio.xapp.ai/Cumulus-Media/k-105-country,Live,2017-11-27T19:11:49.570Z
K 107.3,Cumulus-Media,k-1073,https://studio.xapp.ai/Cumulus-Media/k-1073,Incomplete,2021-01-19T22:44:59.284Z
K-Bull 93,Cumulus-Media,k-bull-93,https://studio.xapp.ai/Cumulus-Media/k-bull-93,Live,2017-09-29T18:00:05.200Z
K-Bull 98.1,Cumulus-Media,k-bull-981,https://studio.xapp.ai/Cumulus-Media/k-bull-981,Live,2017-09-29T18:35:08.170Z
K-HIT 107.5,Cumulus-Media,k-hit-1075,https://studio.xapp.ai/Cumulus-Media/k-hit-1075,Live,2017-09-29T18:51:23.034Z
K92.9,Cumulus-Media,k929,https://studio.xapp.ai/Cumulus-Media/k929,Live,2020-10-28T22:00:57.908Z
KABC-AM,Cumulus-Media,kabc-am,https://studio.xapp.ai/Cumulus-Media/kabc-am,Live,2017-09-29T18:13:06.046Z
Kansas Chiefs Radio Network,Cumulus-Media,kansas-chiefs-radio-network,https://studio.xapp.ai/Cumulus-Media/kansas-chiefs-radio-network,Live,2017-10-17T13:36:47.758Z
KARN News Radio,Cumulus-Media,karn-news-radio,https://studio.xapp.ai/Cumulus-Media/karn-news-radio,Live,2017-09-29T18:42:15.908Z
KAT COUNTRY 103,Cumulus-Media,kat-country-103,https://studio.xapp.ai/Cumulus-Media/kat-country-103,Live,2017-09-29T18:43:27.612Z
KBCY 99.7,Cumulus-Media,kbcy-997,https://studio.xapp.ai/Cumulus-Media/kbcy-997,Live,2017-09-29T18:23:58.963Z
KBER 101,Cumulus-Media,kber-101,https://studio.xapp.ai/Cumulus-Media/kber-101,Live,2017-09-29T18:37:59.936Z
KBOI FM,Cumulus-Media,kboi-fm,https://studio.xapp.ai/Cumulus-Media/kboi-fm,,
KCMO 710 AM,Cumulus-Media,kcmo-710-am,https://studio.xapp.ai/Cumulus-Media/kcmo-710-am,Live,2017-09-29T18:45:46.898Z
KD 101.7,Cumulus-Media,kd-1017,https://studio.xapp.ai/Cumulus-Media/kd-1017,Live,2021-04-27T19:04:28.673Z
KFOG,Cumulus-Media,kfog,https://studio.xapp.ai/Cumulus-Media/kfog,Live,2017-10-04T16:57:27.782Z
KGO 810,Cumulus-Media,kgo-810,https://studio.xapp.ai/Cumulus-Media/kgo-810,Live,2017-09-29T18:35:32.243Z
KHOP 95.1,Cumulus-Media,khop-951,https://studio.xapp.ai/Cumulus-Media/khop-951,Live,2017-09-29T18:42:47.404Z
Kicks 101.5,Cumulus-Media,kicks-1015,https://studio.xapp.ai/Cumulus-Media/kicks-1015,Live,2017-09-29T18:36:00.098Z
KiiM-FM 99.5,Cumulus-Media,kiim-fm-995,https://studio.xapp.ai/Cumulus-Media/kiim-fm-995,Live,2017-09-29T18:50:02.929Z
KiiM-FM 99.5,Cumulus-Media,kiim-fm-995-4z74p,https://studio.xapp.ai/Cumulus-Media/kiim-fm-995-4z74p,Live,2019-05-31T21:22:46.213Z
KISS 103.1,Cumulus-Media,kiss-1031,https://studio.xapp.ai/Cumulus-Media/kiss-1031,Live,2017-09-29T18:40:44.564Z
Kissin' 92.3,Cumulus-Media,kissin-923,https://studio.xapp.ai/Cumulus-Media/kissin-923,Live,2017-09-29T19:00:52.529Z
KIX 106,Cumulus-Media,kix-106,https://studio.xapp.ai/Cumulus-Media/kix-106,Live,2017-09-29T18:51:05.559Z
KIX 96 WJCL,Cumulus-Media,kix-96-wjcl,https://studio.xapp.ai/Cumulus-Media/kix-96-wjcl,Live,2017-09-29T18:24:43.030Z
KMAJ 107.7,Cumulus-Media,kmaj-1077,https://studio.xapp.ai/Cumulus-Media/kmaj-1077,Live,2017-09-29T18:39:20.350Z
KMEZ 102.9 ,Cumulus-Media,kmez-1029,https://studio.xapp.ai/Cumulus-Media/kmez-1029,Live,2019-03-13T15:07:39.464Z
KMJ 580,Cumulus-Media,kmj-580,https://studio.xapp.ai/Cumulus-Media/kmj-580,Live,2017-09-29T18:24:32.318Z
KNBR,Cumulus-Media,knbr,https://studio.xapp.ai/Cumulus-Media/knbr,Live,2017-09-29T18:39:11.620Z
KNEK 104.7,Cumulus-Media,knek-1047,https://studio.xapp.ai/Cumulus-Media/knek-1047,Live,2017-09-29T18:54:49.711Z
KQXL-FM Q106.5,Cumulus-Media,kqxl-fm-q1065,https://studio.xapp.ai/Cumulus-Media/kqxl-fm-q1065,Live,2017-09-29T18:42:54.723Z
KRRQ Q 95.5,Cumulus-Media,krrq-q-955,https://studio.xapp.ai/Cumulus-Media/krrq-q-955,Live,2017-10-25T17:56:04.583Z
KSFO-AM,Cumulus-Media,ksfo-am,https://studio.xapp.ai/Cumulus-Media/ksfo-am,Live,2017-09-29T18:40:55.995Z
KTIK The Ticket,Cumulus-Media,ktik-the-ticket,https://studio.xapp.ai/Cumulus-Media/ktik-the-ticket,,
K.T.U.C.,Cumulus-Media,ktuc,https://studio.xapp.ai/Cumulus-Media/ktuc,Archived,2019-04-18T16:08:50.997Z
KTUC,Cumulus-Media,ktuc-wyggH,https://studio.xapp.ai/Cumulus-Media/ktuc-wyggH,Live,2018-08-20T19:56:25.904Z
KUGN NEWS TALK 590,Cumulus-Media,kugn-news-talk-590,https://studio.xapp.ai/Cumulus-Media/kugn-news-talk-590,Live,2017-09-29T18:58:21.132Z
KYKZ 96,Cumulus-Media,kykz-96,https://studio.xapp.ai/Cumulus-Media/kykz-96,Live,2017-09-29T19:03:42.500Z
KZ106,Cumulus-Media,kz106,https://studio.xapp.ai/Cumulus-Media/kz106,Live,2017-09-29T18:32:58.784Z
Lehigh Valley Fox Sports,Cumulus-Media,lehighvalleyfoxsports,https://studio.xapp.ai/Cumulus-Media/lehighvalleyfoxsports,Live,2019-06-10T14:49:29.719Z
LITE 105,Cumulus-Media,lite-105,https://studio.xapp.ai/Cumulus-Media/lite-105,Live,2021-11-18T18:41:55.142Z
Lite 105 Christmas,Cumulus-Media,lite-105-christmas,https://studio.xapp.ai/Cumulus-Media/lite-105-christmas,Live,2021-11-15T17:39:14.182Z
Lite Rock 100.7,Cumulus-Media,lite-rock-1007,https://studio.xapp.ai/Cumulus-Media/lite-rock-1007,Live,2020-10-14T14:20:42.520Z
Lite Rock 105,Cumulus-Media,lite-rock-105,https://studio.xapp.ai/Cumulus-Media/lite-rock-105,Archived,2023-01-03T21:40:45.886Z
Lite Rock 105 Christmas,Cumulus-Media,lite-rock-105-christmas,https://studio.xapp.ai/Cumulus-Media/lite-rock-105-christmas,Archived,2020-12-31T18:02:44.709Z
Love 105,Cumulus-Media,love-105,https://studio.xapp.ai/Cumulus-Media/love-105,Live,2019-05-31T21:24:08.001Z
Macon 92.3,Cumulus-Media,macon-923,https://studio.xapp.ai/Cumulus-Media/macon-923,,
Magic 102.5,Cumulus-Media,magic-1025,https://studio.xapp.ai/Cumulus-Media/magic-1025,Live,2017-09-29T18:56:09.498Z
Magic 102.9,Cumulus-Media,magic-1029,https://studio.xapp.ai/Cumulus-Media/magic-1029,Live,2017-09-29T18:55:46.139Z
Magic 103.9,Cumulus-Media,magic-1039,https://studio.xapp.ai/Cumulus-Media/magic-1039,Live,2017-09-29T18:53:45.044Z
Magic 106.9,Cumulus-Media,magic-1069,https://studio.xapp.ai/Cumulus-Media/magic-1069,Live,2017-10-04T16:59:42.494Z
MAGIC 107.3,Cumulus-Media,magic-1073,https://studio.xapp.ai/Cumulus-Media/magic-1073,Live,2017-10-25T17:40:42.916Z
Magic 107.3 KMJK,Cumulus-Media,magic-1073-kmjk,https://studio.xapp.ai/Cumulus-Media/magic-1073-kmjk,Archived,2021-04-08T17:22:32.703Z
Magic 93 - WMGS,Cumulus-Media,magic-93---wmgs,https://studio.xapp.ai/Cumulus-Media/magic-93---wmgs,Live,2017-09-29T18:35:13.549Z
MAGIC 94.3,Cumulus-Media,magic-943,https://studio.xapp.ai/Cumulus-Media/magic-943,Live,2020-08-06T17:41:58.016Z
Magic 97.9,Cumulus-Media,magic-979,https://studio.xapp.ai/Cumulus-Media/magic-979,Live,2020-06-24T17:51:30.396Z
Mark Levin Show,Cumulus-Media,mark-levin-show,https://studio.xapp.ai/Cumulus-Media/mark-levin-show,Live,2017-10-09T19:35:39.260Z
Max94One,Cumulus-Media,max94one,https://studio.xapp.ai/Cumulus-Media/max94one,Live,2017-09-29T18:45:33.124Z
Mega 97.9,Cumulus-Media,mega-979,https://studio.xapp.ai/Cumulus-Media/mega-979,Live,2017-10-04T17:05:40.163Z
Mix 103.3 Montgomery,Cumulus-Media,mix-1033-montgomery,https://studio.xapp.ai/Cumulus-Media/mix-1033-montgomery,Live,2018-05-29T16:56:27.850Z
Mix 106.1,Cumulus-Media,mix-1061,https://studio.xapp.ai/Cumulus-Media/mix-1061,Live,2017-09-29T18:53:53.657Z
Mix 107.3,Cumulus-Media,mix-1073,https://studio.xapp.ai/Cumulus-Media/mix-1073,Live,2018-09-20T20:09:45.880Z
My 96.1 WHNN,Cumulus-Media,my-961-whnn,https://studio.xapp.ai/Cumulus-Media/my-961-whnn,Live,2017-10-18T12:12:30.085Z
