Name,organizationId,appId,Link,Status,Status Time
Nash Colorado,Cumulus-Media,nash-colorado,https://studio.xapp.ai/Cumulus-Media/nash-colorado,Live,2017-09-29T18:56:28.143Z
NASH FM 101.7 ,Cumulus-Media,nash-fm-1017-,https://studio.xapp.ai/Cumulus-Media/nash-fm-1017-,Live,2019-04-29T19:28:54.828Z
NASH FM 102.5,Cumulus-Media,nash-fm-1025,https://studio.xapp.ai/Cumulus-Media/nash-fm-1025,Live,2017-09-29T19:02:05.334Z
NASH FM 102.7,Cumulus-Media,nash-fm-1027,https://studio.xapp.ai/Cumulus-Media/nash-fm-1027,Live,2017-09-29T18:37:44.680Z
NASH FM 102.7,Cumulus-Media,nash-fm-1027-6lovl,https://studio.xapp.ai/Cumulus-Media/nash-fm-1027-6lovl,Live,2019-05-31T21:24:52.716Z
NASH FM 103-3,Cumulus-Media,nash-fm-103-3,https://studio.xapp.ai/Cumulus-Media/nash-fm-103-3,Live,2017-09-29T18:14:00.417Z
NASH FM 106 5 ,Cumulus-Media,nash-fm-106-5-,https://studio.xapp.ai/Cumulus-Media/nash-fm-106-5-,Live,2020-08-06T17:42:25.400Z
NASH FM 106.7,Cumulus-Media,nash-fm-1067,https://studio.xapp.ai/Cumulus-Media/nash-fm-1067,Live,2017-10-18T12:12:08.318Z
NASH FM 92.9,Cumulus-Media,nash-fm-929,https://studio.xapp.ai/Cumulus-Media/nash-fm-929,Live,2017-09-29T18:58:37.506Z
NASH FM 93.1,Cumulus-Media,nash-fm-931,https://studio.xapp.ai/Cumulus-Media/nash-fm-931,Archived,2020-05-15T12:42:51.594Z
NASH FM 93.7 Wilkes-Barre,Cumulus-Media,nash-fm-937-wilkes-barre,https://studio.xapp.ai/Cumulus-Media/nash-fm-937-wilkes-barre,Live,2018-06-13T15:42:59.222Z
NASH FM 93.7 Wilkes-Barre,Cumulus-Media,nash-fm-937-wilkes-barre-rwcnx,https://studio.xapp.ai/Cumulus-Media/nash-fm-937-wilkes-barre-rwcnx,Live,2019-08-02T14:10:06.470Z
NASH FM 94.1,Cumulus-Media,nash-fm-941,https://studio.xapp.ai/Cumulus-Media/nash-fm-941,Archived,2019-10-15T20:22:47.976Z
NASH FM 94.5,Cumulus-Media,nash-fm-945,https://studio.xapp.ai/Cumulus-Media/nash-fm-945,Live,2017-09-29T18:39:34.493Z
NASH FM 94.7,Cumulus-Media,nash-fm-947,https://studio.xapp.ai/Cumulus-Media/nash-fm-947,Live: Requires Cert,2020-08-13T01:53:20.774Z
NASH FM 95.1,Cumulus-Media,nash-fm-951,https://studio.xapp.ai/Cumulus-Media/nash-fm-951,Archived,2021-04-08T18:33:42.882Z
NASH FM 96.9 Charleston,Cumulus-Media,nash-fm-969-charleston,https://studio.xapp.ai/Cumulus-Media/nash-fm-969-charleston,Live,2018-05-29T16:42:19.920Z
NASH FM 97.3,Cumulus-Media,nash-fm-973,https://studio.xapp.ai/Cumulus-Media/nash-fm-973,Live,2017-09-29T18:23:28.364Z
NASH FM 97.9 WXTA,Cumulus-Media,nash-fm-979-wxta,https://studio.xapp.ai/Cumulus-Media/nash-fm-979-wxta,Live,2018-05-29T16:49:23.119Z
NASH FM 99.1 Lafayette,Cumulus-Media,nash-fm-991-lafayette,https://studio.xapp.ai/Cumulus-Media/nash-fm-991-lafayette,Live,2018-06-13T15:43:47.613Z
NASH F.M. Peoria,Cumulus-Media,nash-fm-peoria,https://studio.xapp.ai/Cumulus-Media/nash-fm-peoria,Live,2018-08-20T20:46:09.235Z
NASH ICON 94.3,Cumulus-Media,nash-icon-943,https://studio.xapp.ai/Cumulus-Media/nash-icon-943,Live,2018-05-29T16:50:04.024Z
NashFM Wisconsin,Cumulus-Media,nashfm-wisconsin,https://studio.xapp.ai/Cumulus-Media/nashfm-wisconsin,Live,2017-09-29T19:01:18.595Z
New Country 101 FIVE,Cumulus-Media,new-country-101-five,https://studio.xapp.ai/Cumulus-Media/new-country-101-five,Incomplete,2019-11-13T20:10:31.966Z
New Country 107.9 Chattanooga,Cumulus-Media,new-country-1079-chattanooga,https://studio.xapp.ai/Cumulus-Media/new-country-1079-chattanooga,Live,2021-06-07T21:17:10.863Z
New Country 93.1 Detroit,Cumulus-Media,new-country-931-,https://studio.xapp.ai/Cumulus-Media/new-country-931-,Live,2020-03-02T21:44:11.713Z
New Country 96.3,Cumulus-Media,new-country-963,https://studio.xapp.ai/Cumulus-Media/new-country-963,Live,2019-07-18T19:16:32.499Z
K-Bull 93,Cumulus-Media,newkbull93palceholder,https://studio.xapp.ai/Cumulus-Media/newkbull93palceholder,,
News Radio 106.7,Cumulus-Media,news-radio-1067,https://studio.xapp.ai/Cumulus-Media/news-radio-1067,Live,2017-10-04T16:34:51.097Z
News Radio 1440,Cumulus-Media,news-radio-1440,https://studio.xapp.ai/Cumulus-Media/news-radio-1440,Live,2017-09-29T18:55:59.084Z
News Talk 1400 KFRU,Cumulus-Media,news-talk-1400-kfru,https://studio.xapp.ai/Cumulus-Media/news-talk-1400-kfru,Live,2017-09-29T19:04:19.247Z
News Talk 1400 KFRU,Cumulus-Media,news-talk-1400-kfru-tqlfl,https://studio.xapp.ai/Cumulus-Media/news-talk-1400-kfru-tqlfl,Archived,2019-05-31T21:20:56.583Z
News Talk 630 WPRO & 99.7 FM,Cumulus-Media,news-talk-630-wpro--997-fm,https://studio.xapp.ai/Cumulus-Media/news-talk-630-wpro--997-fm,Live,2017-09-29T18:44:10.750Z
News Talk 780 KOH,Cumulus-Media,news-talk-780-koh,https://studio.xapp.ai/Cumulus-Media/news-talk-780-koh,Live,2017-09-29T18:41:15.812Z
News Talk 790 WPIC,Cumulus-Media,news-talk-790-wpic,https://studio.xapp.ai/Cumulus-Media/news-talk-790-wpic,Live,2018-05-29T17:46:28.007Z
News Talk 98.7,Cumulus-Media,news-talk-987,https://studio.xapp.ai/Cumulus-Media/news-talk-987,Live,2017-11-27T19:06:03.146Z
News Talk 98.9,Cumulus-Media,news-talk-989,https://studio.xapp.ai/Cumulus-Media/news-talk-989,,
News Talk WVNN,Cumulus-Media,news-talk-wvnn,https://studio.xapp.ai/Cumulus-Media/news-talk-wvnn,Live,2017-09-29T18:45:27.551Z
Newsradio KKOB,Cumulus-Media,newsradio-kkob,https://studio.xapp.ai/Cumulus-Media/newsradio-kkob,Live: Requires Cert,2020-01-07T19:32:40.683Z
Newstalk 1030,Cumulus-Media,newstalk-1030,https://studio.xapp.ai/Cumulus-Media/newstalk-1030,Live,2017-09-29T18:52:45.143Z
Newstalk 1260 WFTW,Cumulus-Media,newstalk-1260-wftw,https://studio.xapp.ai/Cumulus-Media/newstalk-1260-wftw,Live,2017-09-29T18:58:06.252Z
NewsTalk 1340 WJRW,Cumulus-Media,newstalk-1340-wjrw,https://studio.xapp.ai/Cumulus-Media/newstalk-1340-wjrw,Archived,2022-11-16T19:21:48.597Z
Newstalk 940 WMAC,Cumulus-Media,newstalk-940-wmac,https://studio.xapp.ai/Cumulus-Media/newstalk-940-wmac,Live,2017-10-18T12:10:49.404Z
News/Talk 97.3 WVLK,Cumulus-Media,newstalk-973-wvlk,https://studio.xapp.ai/Cumulus-Media/newstalk-973-wvlk,Live,2017-09-29T18:17:47.600Z
News/Talk WXLM,Cumulus-Media,newstalk-wxlm,https://studio.xapp.ai/Cumulus-Media/newstalk-wxlm,Live,2017-09-29T18:24:22.980Z
Ninety-Nine X,Cumulus-Media,ninety-nine-x,https://studio.xapp.ai/Cumulus-Media/ninety-nine-x,Live,2017-10-17T13:37:32.075Z
OG 97.9,Cumulus-Media,og-979,https://studio.xapp.ai/Cumulus-Media/og-979,Live,2017-09-29T18:41:03.465Z
Old School 106.7,Cumulus-Media,old-school-1067,https://studio.xapp.ai/Cumulus-Media/old-school-1067,Live,2019-01-31T20:29:46.859Z
Oldies Z-104,Cumulus-Media,oldies-z-104,https://studio.xapp.ai/Cumulus-Media/oldies-z-104,Archived,2019-10-28T18:03:48.157Z
Peoria's 92.3,Cumulus-Media,peorias-923,https://studio.xapp.ai/Cumulus-Media/peorias-923,Live,2017-09-29T18:25:12.323Z
Power 101.9,Cumulus-Media,power-1019,https://studio.xapp.ai/Cumulus-Media/power-1019,Incomplete,2021-02-10T16:43:41.490Z
Power 102.9,Cumulus-Media,power-1029,https://studio.xapp.ai/Cumulus-Media/power-1029,Live,2017-09-29T18:59:35.714Z
Power 103,Cumulus-Media,power-103,https://studio.xapp.ai/Cumulus-Media/power-103,Live,2017-10-09T13:01:44.768Z
Power 105.7,Cumulus-Media,power-1057,https://studio.xapp.ai/Cumulus-Media/power-1057,Live,2017-09-29T19:04:00.360Z
Power 92 Jams,Cumulus-Media,power-92-jams,https://studio.xapp.ai/Cumulus-Media/power-92-jams,Live,2017-09-29T18:45:15.639Z
Power 94.9,Cumulus-Media,power-949,https://studio.xapp.ai/Cumulus-Media/power-949,Live,2017-09-29T18:25:26.566Z
Pure Rock 96,Cumulus-Media,pure-rock-96,https://studio.xapp.ai/Cumulus-Media/pure-rock-96,Live,2017-09-29T18:52:31.705Z
Q 100.5,Cumulus-Media,q-1005,https://studio.xapp.ai/Cumulus-Media/q-1005,Live,2020-08-14T18:18:52.273Z
Q105.5,Cumulus-Media,q-1055,https://studio.xapp.ai/Cumulus-Media/q-1055,Live,2017-09-29T19:03:10.103Z
Q 106.1,Cumulus-Media,q-1061,https://studio.xapp.ai/Cumulus-Media/q-1061,Live,2017-09-29T18:53:30.957Z
Q99 Atlanta,Cumulus-Media,q100-atlanta,https://studio.xapp.ai/Cumulus-Media/q100-atlanta,Live,2017-11-27T19:11:26.090Z
Q101,Cumulus-Media,q101-iyqc2,https://studio.xapp.ai/Cumulus-Media/q101-iyqc2,Live,2022-09-02T15:18:24.740Z
Q105 New London,Cumulus-Media,q105-new-london,https://studio.xapp.ai/Cumulus-Media/q105-new-london,Live,2021-04-06T14:57:57.847Z
Q94,Cumulus-Media,q94,https://studio.xapp.ai/Cumulus-Media/q94,Live,2017-09-29T18:39:28.024Z
Shreveport’s Q97.3,Cumulus-Media,q973-0e19c,https://studio.xapp.ai/Cumulus-Media/q973-0e19c,Requires Attention,2020-10-16T15:03:04.062Z
Q98 - WQSM-FM,Cumulus-Media,q98---wqsm-fm,https://studio.xapp.ai/Cumulus-Media/q98---wqsm-fm,Live,2017-09-29T18:55:32.444Z
Q99.7 Atlanta,Cumulus-Media,q99-atlanta-,https://studio.xapp.ai/Cumulus-Media/q99-atlanta-,Live,2019-01-31T20:31:42.695Z
Radio 103.9,Cumulus-Media,radio-1039,https://studio.xapp.ai/Cumulus-Media/radio-1039,Live,2017-10-04T16:56:06.548Z
ROCK 100.5,Cumulus-Media,rock-1005,https://studio.xapp.ai/Cumulus-Media/rock-1005,Live,2017-09-29T18:18:42.683Z
Rock 100.5 The KATT,Cumulus-Media,rock-1005-the-katt,https://studio.xapp.ai/Cumulus-Media/rock-1005-the-katt,Live,2017-09-29T18:48:51.949Z
Rock 101 Lake Charles,Cumulus-Media,rock-101-lake-charles,https://studio.xapp.ai/Cumulus-Media/rock-101-lake-charles,Live,2018-05-29T16:52:00.562Z
Rock 103,Cumulus-Media,rock-103,https://studio.xapp.ai/Cumulus-Media/rock-103,Live,2017-09-29T18:58:42.340Z
Rock 108 ,Cumulus-Media,rock-108-,https://studio.xapp.ai/Cumulus-Media/rock-108-,Live,2019-02-01T21:10:50.797Z
Soft Rock 101.5 KPLA,Cumulus-Media,soft-rock-1015-kpla,https://studio.xapp.ai/Cumulus-Media/soft-rock-1015-kpla,Live,2018-06-13T15:43:57.640Z
Soft Rock 94.1,Cumulus-Media,soft-rock-941,https://studio.xapp.ai/Cumulus-Media/soft-rock-941,Live,2017-09-29T19:01:44.555Z
Spin Radio 107.1,Cumulus-Media,spinradio1071,https://studio.xapp.ai/Cumulus-Media/spinradio1071,Archived,2019-10-15T20:14:09.849Z
Sports Radio 1270 The Fan,Cumulus-Media,sports-radio-1270-the-fan,https://studio.xapp.ai/Cumulus-Media/sports-radio-1270-the-fan,Live,2017-09-29T19:01:00.228Z
Sports Radio 1290 AM,Cumulus-Media,sports-radio-1290-am,https://studio.xapp.ai/Cumulus-Media/sports-radio-1290-am,Live,2017-09-29T18:49:12.106Z
Sports Radio 740,Cumulus-Media,sports-radio-740,https://studio.xapp.ai/Cumulus-Media/sports-radio-740,Live,2017-09-29T19:03:03.763Z
Sports Radio 96.7 WLLF,Cumulus-Media,sports-radio-967-wllf,https://studio.xapp.ai/Cumulus-Media/sports-radio-967-wllf,Live,2018-05-29T17:46:50.147Z
Star 98,Cumulus-Media,star-98,https://studio.xapp.ai/Cumulus-Media/star-98,Live,2017-09-29T18:58:54.767Z
